id_aluno,idade_aluno_2020,fase_2020,turma_2020,ponto_virada_2020,pedra_2020,ian_2020,ida_2020,ieg_2020,iaa_2020,ips_2020,ipp_2020,ipv_2020,inde_2020,instituicao_ensino_aluno_2020,anos_pm_2020,inde_conceito_2020,destaque_ieg_2020,destaque_ida_2020,destaque_ipv_2020
pm-338,17,7,A,Não,Quartzo,10.0,4.333333333333333,2.1,8.33334,7.5,7.34375,6.5416625,5.9127081666666665,Escola Pública,2,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-339,14,3,C,Não,Ametista,5.0,7.333333333333333,9.7,9.16668,7.5,8.749999999999998,8.444446666666668,8.137224,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-340,14,3,C,Não,Ametista,5.0,7.0,9.4,8.33334,7.5,8.541666666666666,6.888883333333333,7.595277333333334,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-341,19,8,A,,Topázio,10.0,9.2,10.0,9.16668,7.5,0.0,0.0,9.096668,FIAP,2,A,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,
pm-342,11,2,B,Não,Ametista,10.0,8.0,9.2,9.000020000000001,5.625,5.3125,8.5,8.133752000000001,Rede Decisão/União,4,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-343,16,3,J,Sim,Ametista,2.5,8.0,8.1,7.5,7.5,8.125,9.000003333333334,7.582500666666667,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-344,16,6,A,Não,Quartzo,10.0,0.0,3.8,0.0,5.0,6.71875,7.08333,4.348541,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-345,8,0,F,Não,Topázio,10.0,10.0,10.0,8.500020000000001,7.5,7.5,5.74999,8.5,Escola Pública,1,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-346,8,1,A,Não,Ametista,10.0,9.5,8.0,9.000020000000001,7.5,7.1875,7.75,8.418752000000001,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-348,9,0,D,Não,Ametista,5.0,9.5,10.0,9.500020000000001,6.25,2.5,7.83334,7.79167,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-349,10,0,C,Sim,Topázio,5.0,10.0,10.0,9.500020000000001,7.5,10.0,10.00001,9.200004,Escola Pública,0,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-353,12,2,G,Não,Ágata,5.0,6.0,8.3,10.000020000000001,6.25,7.916666666666668,6.944439999999998,7.165556666666667,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-354,15,4,F,Não,Quartzo,5.0,0.0,3.4,9.16668,4.375,7.96875,6.624995,4.656042,Escola Pública,4,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-355,11,1,N,Não,Ágata,5.0,4.0,8.1,7.50002,5.0,7.708333333333334,7.333333333333333,6.407502000000001,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-359,10,2,F,Não,Ametista,10.0,7.0,9.3,8.500020000000001,7.5,7.708333333333334,7.722219999999999,8.175279333333334,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-361,9,1,F,Não,Quartzo,10.0,0.0,4.3,9.000020000000001,5.625,8.125,7.666665,5.668335,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-364,9,1,B,Não,Ametista,10.0,7.5,9.9,9.000020000000001,4.375,5.625,7.166665,7.813335,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-365,15,5,G,Sim,Ametista,10.0,6.666666666666667,9.6,9.58335,5.0,8.59375,9.125005000000002,8.396044333333334,Rede Decisão/União,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-367,13,3,F,Não,Ametista,10.0,6.666666666666667,9.4,9.16668,7.5,8.125,8.166666666666668,8.325834666666669,Escola Pública,4,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-368,18,8,A,,Ametista,10.0,8.3,10.0,8.75001,7.5,0.0,0.0,8.695001000000001,UNISA,1,B,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,
pm-370,13,3,G,Sim,Topázio,10.0,6.5,9.9,8.75001,7.5,8.75,9.166669999999998,8.613335,Escola Pública,1,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-371,17,7,B,Não,Ametista,10.0,7.333333333333333,7.8,7.91667,5.0,5.78125,7.41667,7.379792666666667,Rede Decisão/União,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-372,12,2,E,Não,Ágata,5.0,6.0,8.0,9.000020000000001,5.0,7.5,6.83333,6.816668000000001,Escola Pública,3,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-373,14,3,M,Não,Ágata,5.0,5.666666666666667,5.0,8.75001,5.625,8.125,6.6666625,6.216666833333334,Escola Pública,3,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-375,10,2,B,Sim,Topázio,10.0,9.5,9.5,9.000020000000001,7.5,9.6875,9.58334,9.335420000000001,Rede Decisão/União,4,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-377,11,3,G,Não,Ametista,10.0,6.0,6.7,9.583350000000001,4.375,8.541666666666666,8.111106666666666,7.412223000000001,Rede Decisão/União,3,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-378,15,5,G,Não,Ametista,10.0,7.0,9.7,7.91667,3.75,8.125,8.25,7.9691670000000006,Rede Decisão/União,4,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-379,14,3,H,Não,Quartzo,5.0,4.166666666666667,6.6,10.000020000000001,5.0,5.625,4.833323333333333,5.6825,Escola Pública,2,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-380,19,8,A,,Quartzo,10.0,8.8,0.0,0.0,4.375,0.0,0.0,5.3950000000000005,FIAP,4,D,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,
pm-381,9,0,D,Não,Ágata,5.0,8.5,9.8,9.500020000000001,2.5,2.5,4.16667,6.443336,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-382,18,8,A,,Ametista,10.0,9.1,10.0,8.33334,6.875,0.0,0.0,8.848334000000001,FIAP,1,B,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,
pm-383,10,0,E,Não,Ametista,5.0,7.5,10.0,9.500020000000001,6.875,7.8125,7.5,7.918752,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-385,14,3,R,Não,Ametista,5.0,6.0,8.6,8.75001,7.5,7.708333333333334,7.611113333333334,7.338057,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-387,13,2,R,Não,Ágata,5.0,6.0,5.6,9.000020000000001,4.375,6.875,7.222216666666665,6.289445333333333,Escola Pública,2,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-388,12,2,C,Não,Ágata,5.0,5.5,8.8,8.000020000000001,7.5,6.875,7.222216666666665,7.0419453333333335,Escola Pública,2,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-389,16,5,A,Sim,Ametista,5.0,9.333333333333334,9.0,8.33334,7.5,8.541666666666666,9.000006666666666,8.404168666666667,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-390,15,5,A,Não,Ametista,10.0,7.666666666666667,5.3,8.33334,7.5,7.708333333333334,7.38889,7.425278666666666,Escola Pública,1,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-393,11,2,F,Não,Ágata,10.0,4.25,7.5,9.000020000000001,6.875,7.083333333333334,7.833329999999999,7.212501333333334,Escola Pública,3,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-394,15,4,F,Não,Quartzo,5.0,6.333333333333333,5.3,7.5,5.0,6.25,6.166665,5.934999666666666,Rede Decisão/União,4,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-396,15,4,A,Não,Ametista,5.0,8.0,9.1,7.5,7.5,8.125,6.11111,7.454722,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-397,12,3,B,Não,Ametista,10.0,6.666666666666667,9.5,9.16668,4.375,7.5,6.7499975,7.687500833333334,Rede Decisão/União,4,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-399,12,2,P,Não,Quartzo,5.0,0.0,4.6,0.0,6.875,7.708333333333334,6.777773333333332,4.233888,Escola Pública,0,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-400,10,1,C,Não,Quartzo,5.0,0.0,4.3,9.000020000000001,3.75,7.291666666666667,7.5,4.864168666666667,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-401,13,3,L,Não,Ametista,10.0,6.166666666666667,9.9,9.58335,7.5,7.96875,8.458335,8.410210333333334,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-404,13,3,L,Não,Ametista,10.0,6.666666666666667,9.9,10.000020000000001,4.375,8.59375,8.5416725,8.318544833333334,Rede Decisão/União,4,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-406,10,1,D,Não,Ametista,5.0,9.5,8.8,9.000020000000001,7.5,7.1875,7.25,7.978752000000001,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-407,13,3,L,Sim,Ametista,10.0,7.666666666666667,9.9,5.83333,5.0,8.59375,9.166675000000001,8.289376333333333,Rede Decisão/União,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-408,8,0,C,Não,Topázio,10.0,10.0,10.0,9.000020000000001,10.0,7.5,8.333335,9.316669000000001,Escola Pública,0,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-414,14,2,P,Não,Quartzo,5.0,0.0,8.0,6.9166799999999995,7.5,8.541666666666666,6.888886666666666,5.773612,Escola Pública,1,D,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-416,13,2,G,Não,Ametista,5.0,7.0,9.7,9.000020000000001,6.25,7.708333333333334,8.22222,7.780279333333334,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-421,15,3,A,Não,Ágata,5.0,7.666666666666667,5.9,9.58335,7.5,7.65625,7.2500025,7.137293833333334,Escola Pública,2,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-424,12,1,G,Não,Ametista,5.0,9.0,8.8,9.000020000000001,7.5,7.1875,7.416665,7.912085,Escola Pública,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-425,13,3,H,Não,Ágata,10.0,7.333333333333333,6.2,8.75001,7.5,6.666666666666667,5.666656666666667,7.131665666666668,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-426,10,1,K,Não,Ágata,5.0,5.0,6.5,8.000020000000001,7.5,7.291666666666667,7.833333333333333,6.645835333333333,Escola Pública,0,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-431,9,0,F,Não,Ágata,5.0,8.5,9.8,9.500020000000001,6.875,2.5,3.8333499999999994,6.814172000000001,Escola Pública,0,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-435,16,4,B,Não,Ametista,5.0,5.333333333333333,8.8,7.50001,7.5,8.749999999999998,8.055560000000002,7.312779666666668,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-437,9,1,C,Não,Ametista,10.0,5.5,8.5,10.000020000000001,7.5,7.916666666666668,7.333333333333333,7.808335333333335,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-439,15,4,L,Não,Quartzo,5.0,0.0,3.6,9.58335,7.5,7.916666666666668,6.055549999999999,4.931111666666667,Escola Pública,2,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-441,11,2,J,Não,Ametista,10.0,8.5,7.4,9.500020000000001,6.25,5.0,6.72222,7.599446,Escola Pública,1,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-442,9,0,F,Não,Ametista,5.0,9.5,10.0,8.500020000000001,7.5,7.5,7.33333,8.216668,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-443,12,2,P,Não,Ametista,5.0,6.0,9.7,8.500020000000001,7.5,8.749999999999998,7.777780000000001,7.670558000000001,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-445,11,1,M,Não,Ágata,5.0,4.75,6.3,9.000020000000001,7.5,7.1875,7.916665,6.662085000000001,Escola Pública,0,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-447,10,0,G,Não,Ágata,5.0,9.5,10.0,8.500020000000001,5.0,2.5,4.99999,7.0,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-448,11,2,R,Não,Ametista,10.0,1.5,8.9,9.500020000000001,9.375,8.541666666666666,8.444443333333332,7.510557333333334,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-449,9,1,N,Não,Topázio,10.0,10.0,9.2,9.500020000000001,7.5,7.5,7.277776666666666,8.745557333333332,Escola Pública,1,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-450,15,4,E,Não,Ágata,5.0,6.666666666666667,6.4,7.91667,7.5,8.4375,7.2916675,6.957083833333334,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-451,9,1,E,Não,Ametista,10.0,4.5,8.0,9.000020000000001,6.25,7.083333333333333,7.944443333333333,7.322224,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-453,10,1,G,Não,Quartzo,5.0,0.0,6.1,8.500020000000001,7.5,8.125,7.75,5.682502,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-455,9,2,F,Sim,Topázio,10.0,7.0,9.3,9.500020000000001,7.5,7.708333333333334,9.277783333333334,8.586392000000002,Escola Pública,1,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-457,7,1,J,Não,Quartzo,10.0,0.0,7.1,8.000020000000001,5.625,5.625,7.833333333333333,5.9116686666666665,Escola Pública,0,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-458,10,1,C,Não,Quartzo,5.0,0.0,6.2,8.500020000000001,7.5,7.291666666666667,7.333333333333333,5.535835333333334,Escola Pública,0,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-459,17,5,L,Não,Quartzo,5.0,3.6666666666666665,6.9,6.66666,3.125,8.125,7.666666666666667,5.938332666666667,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-460,15,5,G,Sim,Ametista,10.0,6.333333333333333,9.0,9.58335,4.375,8.59375,8.958337499999999,8.113544166666667,Escola Pública,4,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-462,16,5,B,Não,Ágata,5.0,6.0,8.2,7.91667,7.5,8.333333333333334,7.666670000000001,7.248334333333334,Escola Pública,0,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-463,12,3,L,Não,Ametista,10.0,8.0,9.7,8.75001,5.0,8.59375,7.583335,8.291043,Rede Decisão/União,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-464,14,4,B,Não,Ágata,10.0,0.0,8.4,9.58335,7.5,8.749999999999998,7.888893333333335,6.841113666666667,Escola Pública,0,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-466,17,6,A,Não,Quartzo,5.0,5.166666666666667,6.5,0.0,6.25,7.65625,7.791665,5.782291333333333,Escola Pública,3,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-467,13,2,M,Não,Ágata,5.0,3.75,7.5,9.500020000000001,6.875,7.1875,7.58333,6.622917999999999,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-468,10,1,N,Não,Ametista,5.0,9.0,7.5,9.500020000000001,5.0,6.875,7.444443333333333,7.426390666666667,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-469,12,3,A,Não,Ametista,10.0,8.0,9.1,8.75001,6.875,7.8125,7.91667,8.347085000000002,Rede Decisão/União,4,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-472,10,1,K,Não,Ametista,5.0,9.5,8.9,9.000020000000001,7.5,7.708333333333334,8.11111,8.223057333333335,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
