id_aluno,idade_aluno_2020,fase_2020,turma_2020,ponto_virada_2020,pedra_2020,ian_2020,ida_2020,ieg_2020,iaa_2020,ips_2020,ipp_2020,ipv_2020,inde_2020,instituicao_ensino_aluno_2020,anos_pm_2020,inde_conceito_2020,destaque_ieg_2020,destaque_ida_2020,destaque_ipv_2020
pm-1,11,2,H,Não,Ametista,10.0,7.0,8.7,8.500020000000001,7.5,5.9375,7.75,7.883752,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-3,12,3,H,Não,Ametista,10.0,5.5,8.9,7.91667,7.5,8.125,8.111113333333334,7.856389666666666,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-4,10,1,D,Não,Quartzo,5.0,0.0,4.1,8.000020000000001,6.875,7.1875,7.75,5.076252,Escola Pública,2,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-5,10,2,M,Não,Ametista,10.0,7.5,8.0,7.50002,7.5,8.4375,8.166665,8.077085,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-8,14,4,L,Sim,Ametista,10.0,7.333333333333333,9.9,8.33334,4.375,8.749999999999998,8.94445,8.381390666666666,Rede Decisão/União,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-10,13,3,B,Não,Quartzo,10.0,0.0,5.2,5.83333,3.75,7.96875,6.8333325,5.1618745,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-11,8,0,A,Sim,Topázio,10.0,10.0,10.0,9.000020000000001,8.125,10.0,10.00001,9.712504000000001,Escola Pública,0,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-12,14,3,G,Não,Quartzo,5.0,6.666666666666667,6.0,6.25,5.625,5.624999999999999,5.277770000000001,5.838887333333334,Rede Decisão/União,3,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-14,11,2,M,Não,Ágata,10.0,0.0,7.6,8.000020000000001,6.875,8.4375,7.916665,6.434585,Escola Pública,2,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-15,12,2,D,Não,Quartzo,5.0,0.0,4.0,8.500020000000001,7.5,8.125,7.25,5.162502,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-17,13,1,G,Não,Ametista,5.0,10.0,6.8,9.500020000000001,7.5,6.5625,7.75,7.766252,Escola Pública,2,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-18,14,3,E,Não,Ágata,5.0,6.5,7.0,9.58335,7.5,7.083333333333334,7.944446666666665,7.2055576666666665,Escola Pública,3,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-28,13,3,J,Sim,Topázio,10.0,9.0,9.6,9.58335,6.875,10.0,9.944453333333334,9.354725666666667,Rede Decisão/União,2,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-30,7,0,C,Não,Ágata,10.0,4.75,10.0,7.9166799999999995,7.5,2.5,6.916665,7.125001,Escola Pública,0,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-33,13,3,E,Não,Ágata,10.0,8.666666666666666,4.5,6.66667,7.5,7.083333333333334,6.277773333333332,7.013888333333334,Escola Pública,0,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-34,12,2,C,Não,Ametista,5.0,7.0,9.3,8.500020000000001,6.875,8.125,7.944443333333334,7.698890666666667,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-35,18,7,B,Não,Ágata,5.0,5.0,6.1,8.75001,6.25,7.65625,8.29167,6.64396,Escola Pública,3,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-36,14,3,C,Não,Ametista,5.0,8.0,9.9,9.58335,7.5,8.749999999999998,8.222226666666668,8.307780333333334,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-37,10,2,N,Não,Ágata,10.0,2.5,7.7,10.000020000000001,4.375,6.458333333333333,7.77778,6.6788913333333335,Escola Pública,2,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-39,13,3,F,Não,Ametista,10.0,8.333333333333334,9.4,6.24999,7.5,8.541666666666666,6.777780000000001,8.131388333333334,Escola Pública,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-41,11,1,D,Não,Ametista,5.0,7.25,8.3,8.000020000000001,7.5,7.5,7.75,7.460002,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-43,13,4,F,Não,Ametista,10.0,7.0,7.5,7.5,7.5,7.96875,8.04167,7.8052090000000005,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-44,9,1,M,Não,Ágata,10.0,0.0,6.8,9.000020000000001,7.5,6.25,7.916665,6.218335,Escola Pública,0,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-45,11,1,G,Não,Ágata,5.0,10.0,1.0,8.500020000000001,7.5,7.8125,7.75,6.631252,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-46,8,0,C,Não,Ágata,10.0,0.0,10.0,9.500020000000001,7.5,7.5,7.583335,6.966669,Escola Pública,0,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-51,8,0,D,Não,Topázio,10.0,10.0,9.8,9.500020000000001,7.5,8.125,7.416665,8.955835,Escola Pública,1,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-52,10,2,F,Não,Ametista,10.0,7.0,8.6,10.000020000000001,6.25,7.916666666666668,8.22222,8.181112666666667,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-53,15,5,X,,Topázio,10.0,8.2,10.0,9.16668,7.5,0.0,0.0,8.696667999999999,Einstein,4,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-55,17,6,C,Sim,Ágata,5.0,6.333333333333333,9.0,0.0,7.5,8.28125,8.666667499999999,6.878125166666666,Rede Decisão/União,3,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-57,16,6,B,Não,Ametista,10.0,5.833333333333333,7.1,8.33334,6.25,7.5,7.5833325,7.311667166666667,Rede Decisão/União,2,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-59,13,3,E,Não,Ágata,10.0,6.0,3.6,8.75001,7.5,7.291666666666667,6.444439999999998,6.563055666666668,Escola Pública,0,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-60,17,5,F,Não,Ametista,5.0,6.666666666666667,9.7,7.5,6.875,8.4375,8.124995,7.679582333333333,Rede Decisão/União,4,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-61,10,1,N,Não,Quartzo,5.0,0.0,6.5,9.000020000000001,7.5,6.875,7.333333333333333,5.604168666666667,Escola Pública,0,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-62,12,2,L,Não,Ágata,5.0,3.5,6.9,7.9166799999999995,7.5,7.083333333333333,7.5,6.330001333333334,Escola Pública,0,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-68,10,1,F,Não,Quartzo,5.0,0.0,7.6,9.000020000000001,7.5,7.1875,8.0,5.988752,Escola Pública,0,D,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-71,10,0,A,Não,Ametista,5.0,9.5,10.0,8.500020000000001,5.0,2.5,7.749995,7.550001,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-75,11,3,L,Sim,Topázio,10.0,9.0,10.0,10.000020000000001,10.0,9.375,9.75001,9.687504,Rede Decisão/União,1,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-76,7,0,B,Não,Topázio,10.0,10.0,10.0,8.91668,10.0,7.5,6.58333,8.958334,Escola Pública,0,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-78,10,1,A,Não,Ametista,5.0,5.5,9.0,9.500020000000001,7.5,7.1875,7.666665,7.352085,Escola Pública,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-80,10,2,N,Não,Ágata,10.0,0.0,9.2,6.9166799999999995,7.5,7.291666666666667,7.444443333333333,6.499723333333334,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-81,15,4,L,Sim,Ametista,5.0,6.0,8.8,5.41667,7.5,8.125,9.11112,7.386391000000001,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-82,9,0,D,Não,Ametista,5.0,8.5,10.0,8.500020000000001,7.5,6.875,7.333335,7.954169,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-83,14,4,B,Sim,Ametista,10.0,5.333333333333333,9.4,9.16668,5.625,8.958333333333332,9.166676666666666,8.155003333333333,Rede Decisão/União,4,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-84,8,0,B,Não,Topázio,10.0,8.5,10.0,9.000020000000001,10.0,7.5,6.999995,8.750001000000001,Escola Pública,0,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-85,9,0,D,Não,Ágata,5.0,10.0,9.9,9.500020000000001,2.5,2.5,6.66666,7.263334,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-86,17,6,A,Não,Quartzo,5.0,3.6666666666666665,4.9,8.33334,7.5,7.5,5.7083325,5.688333833333334,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-87,14,4,L,Sim,Ametista,10.0,6.666666666666667,9.2,8.33334,5.625,8.749999999999998,8.722226666666666,8.188612666666666,Rede Decisão/União,4,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-88,11,2,D,Sim,Topázio,10.0,9.5,9.4,10.000020000000001,7.5,5.9375,9.58334,9.040420000000001,Rede Decisão/União,2,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-89,9,0,G,Não,Ametista,5.0,7.5,10.0,10.000020000000001,7.5,6.875,7.5,7.937502,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-90,14,3,M,Não,Ágata,5.0,7.666666666666667,5.8,8.33334,7.5,7.96875,7.5000025,7.073542833333333,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-91,10,2,H,Não,Ágata,10.0,4.5,6.4,9.000020000000001,6.875,5.625,7.58333,6.846668,Escola Pública,2,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-94,12,3,B,Não,Ágata,10.0,4.0,6.0,7.08333,7.5,7.96875,7.5000025,6.7552085,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-95,15,3,A,Não,Ametista,5.0,6.666666666666667,8.2,9.58335,7.5,7.96875,6.791665,7.336876333333333,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-96,18,7,A,Sim,Ágata,5.0,3.0,6.1,9.16668,6.875,7.5,8.791664999999998,6.432500999999999,Escola Pública,1,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-97,12,2,D,Não,Ametista,5.0,6.0,8.0,9.500020000000001,7.5,8.4375,7.75,7.393752,Escola Pública,2,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-100,12,1,M,Não,Ágata,5.0,7.5,6.5,9.000020000000001,4.375,6.875,7.916665,6.908335000000001,Escola Pública,2,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-102,9,1,J,Não,Ametista,10.0,7.0,8.5,8.000020000000001,7.5,7.5,7.833333333333333,7.966668666666667,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-103,8,0,F,Não,Topázio,10.0,8.5,10.0,9.000020000000001,7.5,7.8125,7.333335,8.597919000000001,Escola Pública,0,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-105,13,3,B,Não,Topázio,10.0,8.0,9.6,9.16668,7.5,7.96875,7.66667,8.516877,Escola Pública,0,A,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-106,10,0,H,Não,Ametista,5.0,10.0,10.0,9.500020000000001,7.5,7.5,7.5,8.450002,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-111,14,3,L,Não,Ágata,5.0,4.5,7.7,7.91667,7.5,7.96875,7.8750025,6.8535425,Escola Pública,0,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-112,14,3,H,Não,Ágata,5.0,5.333333333333333,6.8,7.91667,4.375,7.708333333333334,7.611103333333333,6.448887666666667,Escola Pública,2,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-113,11,1,M,Não,Ametista,5.0,7.5,8.8,8.500020000000001,7.5,7.5,7.916665,7.693335000000001,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-115,15,4,A,Não,Quartzo,5.0,5.166666666666667,1.9,9.16668,6.875,7.916666666666667,5.111106666666666,5.331389333333334,Escola Pública,1,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-117,10,1,M,Não,Ametista,5.0,9.5,8.9,8.000020000000001,7.5,7.1875,7.916665,8.032085,Escola Pública,0,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-118,8,1,D,Não,Ametista,10.0,10.0,7.7,8.500020000000001,7.5,7.1875,7.416665,8.342085,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-120,9,0,A,Não,Ametista,5.0,9.5,10.0,9.000020000000001,8.125,2.5,7.666665,7.895835000000001,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-125,10,1,C,Não,Ágata,5.0,5.0,9.0,9.000020000000001,7.5,7.708333333333334,7.333333333333333,7.187502,Escola Pública,0,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-128,9,0,G,Não,Quartzo,5.0,5.5,10.0,7.4166799999999995,5.625,2.5,3.500005,5.854169000000001,Escola Pública,1,D,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-132,14,4,F,Não,Ametista,10.0,6.0,6.5,8.75001,7.5,8.28125,6.95833,7.344792,Escola Pública,3,B,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-133,10,0,D,Não,Ametista,5.0,10.0,9.8,10.000020000000001,7.5,7.1875,7.5,8.428752,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-135,9,1,A,Não,Ametista,10.0,6.5,8.4,9.000020000000001,7.5,7.1875,7.25,7.798752,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-136,16,5,A,Não,Quartzo,5.0,2.0,4.0,7.5,4.375,6.666666666666667,5.444446666666667,4.643056,Escola Pública,2,D,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-139,17,5,L,Não,Ágata,5.0,4.333333333333333,5.8,9.16668,7.5,8.125,5.499996666666667,6.105834000000001,Escola Pública,0,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-145,17,7,B,Sim,Ametista,10.0,7.333333333333333,9.1,7.91667,7.5,7.5,8.8333375,8.345001166666666,Rede Decisão/União,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-146,9,1,C,Não,Ágata,10.0,0.0,7.2,10.000020000000001,7.5,7.291666666666667,7.333333333333333,6.385835333333334,Escola Pública,2,C,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-147,13,2,C,Não,Quartzo,5.0,0.0,8.0,9.000020000000001,7.5,7.291666666666667,7.277776666666666,5.934724000000001,Escola Pública,1,D,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-149,16,6,B,Não,Ágata,10.0,3.0,8.7,7.5,5.625,8.125,8.333335,7.131667,Escola Pública,1,C,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-151,11,1,R,Não,Ametista,5.0,7.5,9.5,9.500020000000001,7.5,9.166666666666666,8.611113333333334,8.238891333333333,Escola Pública,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
pm-152,11,3,B,Não,Ametista,10.0,6.333333333333333,9.0,6.24999,7.5,7.96875,8.6250075,7.963542166666667,Rede Decisão/União,1,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
pm-153,13,4,F,Sim,Ametista,10.0,4.666666666666667,9.0,10.000020000000001,7.5,8.59375,9.125007499999999,8.167711833333334,Rede Decisão/União,3,B,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
