id_aluno,idade_aluno_2020,fase_2021,turma_2021,ponto_virada_2021,pedra_2021,ian_2021,ida_2021,ieg_2021,iaa_2021,ips_2021,ipp_2021,ipv_2021,inde_2021,instituicao_ensino_aluno_2021,sinalizador_ingressante_2021,rec_equipe_1_2021,rec_equipe_2_2021,rec_equipe_3_2021,rec_equipe_4_2021,nivel_ideal_2021,defasagem_2021
pm-229,10,0.0,Q,Não,Quartzo,5.0,4.0,0.0,8.5,7.5,6.9,7.3,5.054,Escola Pública,Ingressante,Não avaliado,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-231,16,7.0,A,Não,Ametista,10.0,5.4,8.6,9.2,6.9,8.0,7.5,7.698,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Nível 7 (3o EM),0.0
pm-232,,5.0,B,Não,Ametista,5.0,6.7,7.2,8.3,7.5,8.3,8.2,7.331,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),-1.0
pm-235,12,3.0,B,Não,Ametista,10.0,6.6,6.9,9.2,5.6,7.3,8.1,7.544,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-238,13,2.0,H,Não,Quartzo,5.0,2.1,1.3,8.5,4.4,5.0,3.5,3.663,Escola Pública,Veterano,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Nível 4 (9o ano),-2.0
pm-240,,3.0,D,Não,Ametista,10.0,6.9,6.1,8.8,7.5,7.3,8.4,7.629,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-241,11,2.0,I,Não,Quartzo,5.0,0.0,0.4,7.9,5.6,4.1,2.6,2.86,Escola Pública,Veterano,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-242,11,2.0,I,Não,Ágata,5.0,2.9,5.4,8.5,7.5,7.1,6.8,5.833,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-243,,0.0,O,Não,Ágata,10.0,3.2,5.0,8.5,7.5,7.5,6.8,6.354,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-246,10,1.0,R,Não,Ametista,5.0,4.6,8.8,9.0,5.6,8.5,7.7,7.013,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-247,,0.0,T,Sim,Ametista,5.0,6.8,8.3,10.0,7.5,8.1,9.7,8.013,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-249,,1.0,B,Não,Ágata,5.0,2.1,7.9,8.5,7.5,7.5,5.8,6.025,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-251,9,2.0,N,Não,Ametista,10.0,7.3,6.7,9.0,7.5,8.5,8.4,7.976,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-252,,0.0,M,Não,Ametista,5.0,5.9,10.0,10.0,7.5,7.2,6.6,7.473,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-258,,0.0,Q,Não,Ágata,5.0,5.3,10.0,7.8,7.5,2.5,4.8,6.283,Escola Pública,Ingressante,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-260,,0.0,Q,Não,Ágata,5.0,4.5,6.7,9.5,7.5,7.5,7.8,6.75,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-261,16,4.0,A,Não,Ametista,2.5,5.9,7.8,9.2,7.5,8.4,7.0,6.899,Escola Pública,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 8 (Universitários),-4.0
pm-262,15,6.0,C,Não,Ametista,10.0,7.7,6.9,9.2,7.5,7.8,7.7,7.903,Rede Decisão,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),0.0
pm-263,15,6.0,A,Não,Ametista,10.0,6.5,7.8,7.9,7.5,8.0,7.5,7.694,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),0.0
pm-266,9,2.0,B,Não,Ametista,10.0,6.8,8.3,9.0,6.3,7.5,8.0,7.892,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-267,14,4.0,G,Não,Ametista,5.0,8.2,8.9,9.2,6.3,8.3,8.6,8.014,Rede Decisão,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 5 (1o EM),-1.0
pm-271,,3.0,J,Não,Ágata,10.0,4.3,5.0,9.6,7.5,7.7,5.5,6.429,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-273,14,1.0,R,Não,Quartzo,5.0,0.0,2.1,9.5,7.5,6.3,4.4,4.125,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-274,16,5.0,A,Não,Ágata,5.0,6.1,7.8,7.1,7.5,7.7,6.9,6.88,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-2.0
pm-275,13,3.0,M,Não,Ágata,5.0,3.4,5.8,8.8,6.3,6.9,6.4,5.815,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-277,12,1.0,E,Não,Ametista,5.0,7.8,10.0,9.5,7.5,8.5,7.8,8.183,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-282,,5.0,B,Sim,Topázio,5.0,8.8,9.7,9.2,7.5,8.8,9.0,8.544,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 6 (2o EM),-1.0
pm-283,,5.0,A,Sim,Topázio,5.0,8.7,9.4,8.8,7.5,8.8,9.5,8.531,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),-1.0
pm-288,12,3.0,B,Não,Ametista,10.0,7.7,7.5,8.3,7.5,7.3,8.7,8.088,Rede Decisão,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-293,14,5.0,F,Não,Quartzo,10.0,0.0,3.9,0.0,0.0,5.9,3.5,3.08,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),0.0
pm-294,,0.0,K,Sim,Topázio,10.0,7.3,10.0,9.5,7.5,8.4,10.0,8.994,Escola Pública,Ingressante,Mantido na Fase + Bolsa,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-295,9,1.0,A,Não,Ágata,5.0,6.9,7.1,9.0,7.5,7.5,5.3,6.771,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-296,10,2.0,B,Não,Ametista,10.0,3.6,7.9,9.5,7.5,7.3,7.4,7.221,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-297,15,3.0,J,Não,Quartzo,2.5,2.8,3.3,8.8,5.6,7.7,6.1,4.894,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 6 (2o EM),-3.0
pm-301,9,2.0,J,Não,Topázio,10.0,6.3,9.2,9.0,7.5,8.5,8.4,8.289,Escola Pública,Veterano,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-303,,0.0,M,Não,Ametista,10.0,6.8,8.3,8.5,7.5,7.5,7.0,7.767,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-305,13,3.0,J,Não,Ametista,5.0,7.5,7.8,7.9,5.6,7.5,8.3,7.315,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-310,,0.0,L,Não,Ametista,10.0,4.6,8.3,9.0,7.5,6.6,6.3,7.165,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-312,11,2.0,J,Não,Ametista,5.0,7.8,9.6,9.0,4.4,8.8,8.8,7.946,Rede Decisão,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-313,8,0.0,P,Não,Ametista,5.0,6.3,8.3,9.5,5.0,8.1,8.4,7.375,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-315,13,5.0,A,Sim,Topázio,10.0,8.2,9.2,8.8,7.5,8.6,9.8,8.909,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 4 (9o ano),1.0
pm-319,11,2.0,B,Não,Ametista,5.0,8.2,9.6,7.5,6.9,7.3,8.0,7.821,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-321,16,7.0,A,Não,Ametista,10.0,7.6,7.5,8.3,5.6,8.3,8.3,7.891,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 7 (3o EM),0.0
pm-323,11,1.0,B,Não,Quartzo,5.0,3.3,7.1,7.4,4.4,3.8,4.3,4.976,Rede Decisão,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2.0
pm-324,16,7.0,A,Não,Topázio,10.0,7.9,8.1,8.3,6.9,8.3,8.6,8.252,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 7 (3o EM),0.0
pm-331,,0.0,R,Sim,Topázio,10.0,7.3,10.0,9.0,7.5,8.4,9.8,8.923,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-332,12,1.0,G,Sim,Topázio,5.0,7.4,9.6,9.0,7.5,8.3,9.8,8.342,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-336,,0.0,I,Não,Ametista,5.0,6.9,10.0,9.0,6.3,7.5,6.9,7.533,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1.0
pm-337,14,5.0,B,Não,Ametista,5.0,7.3,8.1,7.5,7.5,8.8,8.5,7.661,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),-1.0
pm-339,14,3.0,C,Sim,Ametista,5.0,6.2,8.1,8.8,7.5,8.5,9.2,7.676,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2.0
pm-340,14,3.0,C,Sim,Ametista,5.0,7.0,8.1,8.8,7.5,8.3,9.1,7.8,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2.0
pm-342,11,2.0,B,Não,Ametista,5.0,7.6,6.7,8.5,7.5,7.5,8.4,7.392,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-343,16,5.0,L,Não,Ametista,5.0,6.0,8.1,8.3,6.9,8.0,7.2,7.07,Escola Pública,Veterano,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 7 (3o EM),-2.0
pm-345,8,1.0,F,Não,Ágata,10.0,4.2,5.0,9.5,7.5,7.7,7.3,6.764,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-346,8,1.0,A,Não,Quartzo,10.0,0.0,3.8,7.9,7.5,7.5,4.4,4.925,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),0.0
pm-348,9,1.0,F,Não,Ametista,5.0,6.4,8.8,10.0,7.5,7.7,7.5,7.558,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-349,10,1.0,C,Não,Quartzo,5.0,0.4,3.3,8.0,7.5,6.9,4.6,4.414,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-352,,4.0,F,Não,Ágata,10.0,3.5,3.6,7.5,7.5,7.2,5.7,5.783,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Nível 4 (9o ano),0.0
pm-357,,3.0,M,Não,Ágata,10.0,5.9,5.3,8.3,7.5,7.3,6.6,6.854,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-359,10,2.0,E,Sim,Ametista,5.0,8.0,5.0,8.0,7.5,8.5,9.1,7.326,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-363,,0.0,O,Não,Ametista,10.0,6.5,8.3,10.0,7.5,7.8,8.7,8.231,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-364,9,2.0,A,Não,Ágata,10.0,4.7,7.5,0.0,4.4,7.1,8.6,6.306,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-365,15,6.0,C,Não,Ametista,10.0,6.5,6.9,9.2,5.0,6.9,7.9,7.376,Rede Decisão,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),0.0
pm-367,13,4.0,F,Não,Ágata,10.0,4.8,4.4,7.9,7.5,7.0,6.5,6.392,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 4 (9o ano),0.0
pm-370,13,3.0,G,Não,Ametista,5.0,9.1,8.9,7.9,6.3,9.0,8.9,8.196,Escola Pública,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1.0
pm-372,12,2.0,E,Não,Ágata,5.0,4.9,5.4,8.0,7.5,7.5,7.4,6.36,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-373,14,4.0,L,Não,Quartzo,5.0,1.5,4.4,9.2,5.6,7.2,4.2,4.712,Escola Pública,Veterano,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),-1.0
pm-374,,7.0,A,Não,Topázio,10.0,6.4,9.4,9.6,7.5,8.1,7.9,8.276,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,0.0
pm-375,10,2.0,B,Não,Topázio,10.0,8.1,10.0,9.5,7.5,7.5,8.9,8.858,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-376,,4.0,A,Não,Quartzo,5.0,3.9,5.8,8.8,0.0,7.7,5.7,5.216,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 6 (2o EM),-2.0
pm-377,11,3.0,G,Não,Ametista,10.0,4.2,7.5,8.8,5.6,7.5,7.9,7.11,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-378,15,6.0,C,Não,Ametista,10.0,7.7,7.8,6.7,4.4,7.8,7.3,7.441,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),0.0
pm-379,14,4.0,E,Não,Quartzo,5.0,1.7,2.8,10.0,5.0,5.6,3.5,4.151,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Nível 5 (1o EM),-1.0
pm-381,9,0.0,I,Não,Ametista,5.0,6.1,8.3,9.5,6.3,7.8,6.6,7.052,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-383,10,0.0,R,Não,Ametista,5.0,6.3,5.8,9.5,7.5,7.2,7.8,6.915,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-384,,1.0,C,Sim,Ametista,5.0,3.6,9.2,8.5,8.8,8.1,9.1,7.418,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Mantido na Fase + Bolsa,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-385,14,3.0,M,Não,Quartzo,5.0,2.6,3.9,8.8,7.5,7.3,6.4,5.435,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2.0
pm-387,13,3.0,R,Não,Ágata,5.0,6.6,5.8,7.9,5.0,7.3,5.9,6.19,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-388,12,2.0,C,Não,Ágata,5.0,3.8,3.8,9.5,7.5,7.5,7.7,6.007,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-389,16,6.0,A,Não,Ametista,5.0,9.0,8.6,8.3,6.3,9.4,8.9,8.201,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1.0
pm-393,11,2.0,F,Não,Ametista,5.0,7.4,6.7,9.0,7.5,8.1,7.4,7.26,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-394,15,4.0,F,Não,Ágata,5.0,5.2,5.3,7.1,6.9,7.2,6.7,6.053,Rede Decisão,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 6 (2o EM),-2.0
pm-396,15,5.0,A,Não,Ametista,5.0,7.2,8.1,7.9,7.5,7.7,8.7,7.593,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 6 (2o EM),-1.0
pm-397,12,3.0,B,Não,Quartzo,10.0,2.5,2.8,6.7,3.1,4.6,3.8,4.257,Rede Decisão,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-400,10,1.0,C,Não,Quartzo,5.0,1.2,3.3,0.0,5.6,7.3,5.2,3.729,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-403,,3.0,D,Não,Ametista,10.0,6.4,7.2,9.2,7.5,7.9,8.5,7.878,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-404,13,4.0,G,Não,Topázio,10.0,7.4,9.2,8.8,7.5,8.9,8.3,8.499,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 4 (9o ano),0.0
pm-405,,0.0,S,Não,Ametista,10.0,6.0,8.3,8.5,7.5,7.5,7.8,7.767,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0.0
pm-406,10,1.0,A,Não,Ágata,5.0,6.4,8.3,9.0,6.9,7.5,5.4,6.868,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-407,13,4.0,G,Sim,Topázio,10.0,6.6,8.9,8.3,7.5,9.2,9.4,8.475,Rede Decisão,Veterano,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 4 (9o ano),0.0
pm-408,8,1.0,C,Não,Topázio,10.0,7.2,9.2,9.0,8.8,8.8,8.9,8.699,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0.0
pm-416,13,2.0,H,Não,Ametista,5.0,6.9,8.8,9.0,4.4,7.3,8.2,7.349,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-2.0
pm-421,15,4.0,F,Não,Ágata,5.0,5.8,5.8,9.2,7.5,7.7,6.9,6.624,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 6 (2o EM),-2.0
pm-422,,0.0,Q,Não,Ametista,5.0,7.2,10.0,9.0,7.5,8.4,7.7,7.965,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-423,,5.0,F,Não,Quartzo,5.0,1.5,1.7,0.0,5.0,6.9,4.2,3.146,Escola Pública,Ingressante,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 7 (3o EM),-2.0
pm-424,12,2.0,I,Não,Ágata,5.0,4.5,5.0,9.0,7.5,7.3,6.1,5.99,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-425,13,3.0,F,Não,Ágata,5.0,5.5,6.4,9.2,7.5,7.1,6.9,6.642,Escola Pública,Veterano,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1.0
pm-432,,0.0,I,Não,Quartzo,5.0,2.6,6.7,9.0,5.0,2.5,4.8,4.946,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2.0
pm-435,16,5.0,B,Não,Quartzo,5.0,3.0,4.7,6.7,0.0,7.5,3.5,4.169,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Promovido de Fase,Nível 7 (3o EM),-2.0
pm-436,,2.0,J,Não,Ametista,5.0,6.3,8.8,9.5,7.5,8.5,8.4,7.743,Escola Pública,Ingressante,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-437,9,2.0,P,Não,Ágata,10.0,4.0,5.0,8.5,7.5,7.7,6.6,6.482,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-438,,5.0,B,Não,Ágata,5.0,2.8,5.3,9.2,7.5,7.5,6.1,5.756,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 7 (3o EM),-2.0
pm-440,,5.0,B,Não,Ametista,5.0,6.7,8.1,8.3,7.5,8.1,7.7,7.382,Escola Pública,Ingressante,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),-1.0
pm-441,11,2.0,R,Não,Ametista,5.0,7.8,7.9,9.0,6.3,8.1,8.0,7.571,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1.0
pm-442,9,1.0,F,Não,Quartzo,5.0,0.7,4.2,8.5,7.5,7.5,6.8,5.188,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-444,,1.0,J,Não,Ágata,5.0,5.1,4.2,9.5,7.5,8.1,8.1,6.469,Escola Pública,Ingressante,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-447,10,1.0,J,Não,Ametista,5.0,6.4,9.6,9.5,5.0,7.9,8.7,7.69,Escola Pública,Veterano,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1.0
pm-448,11,3.0,R,Não,Ametista,10.0,6.3,7.8,9.2,7.5,7.5,8.1,7.85,Escola Pública,Veterano,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0.0
pm-449,9,2.0,N,Não,Ametista,10.0,4.9,7.5,8.5,7.5,8.5,8.6,7.653,Escola Pública,Veterano,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0.0
pm-450,15,5.0,A,Não,Ametista,5.0,6.3,7.5,7.1,7.5,8.1,8.3,7.196,Escola Pública,Ingressante,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),-1.0
