id_aluno,idade_aluno_2020,fase_2022,turma_2022,ponto_virada_2022,pedra_2022,ian_2022,ida_2022,ieg_2022,iaa_2022,ips_2022,ipp_2022,ipv_2022,inde_2022,cg_2022,cf_2022,ct_2022,destaque_ieg_2022,destaque_ida_2022,destaque_ipv_2022,nota_port_2022,nota_mat_2022,nota_ing_2022,rec_ava_1_2022,rec_ava_2_2022,rec_ava_3_2022,rec_ava_4_2022,indicado_bolsa_2022,nivel_ideal_2022,ano_ingresso_2022,bolsista_2022,qtd_aval_2022
pm-2,,0.0,K,Não,Ametista,5.0,8.816666666666666,7.58170509886757,10.00002,7.5,5.625,7.916665,7.675509353106849,245.0,66.0,6.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.200000000000001,9.433333333333334,,Mantido na Fase + Bolsa,Mantido na Fase atual,,,Sim,Fase 2 (5º e 6º ano),2022,Não,2.0
pm-4,10,2.0,J,Não,Ametista,5.0,5.083333333333334,8.071428571428571,10.00002,7.5,6.25,8.055553333333334,7.117065047619048,451.0,69.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,5.166666666666667,,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-5,10,2.0,L,Não,Ametista,5.0,7.083333333333334,8.557504873294347,6.41668,7.5,6.458333333333334,7.833336666666667,7.232336307992202,415.0,61.0,12.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.666666666666667,7.5,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2019,Não,3.0
pm-6,,2.0,K,Não,Ametista,10.0,5.5,9.333333333333332,9.000020000000001,7.5,6.25,7.5,7.741668666666667,221.0,35.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,8.0,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-7,,1.0,U,Não,Ametista,5.0,5.583333333333334,9.314954051796157,10.00002,7.5,5.9375,7.91667,7.406743477025898,357.0,93.0,7.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.666666666666667,6.5,,Promovido de Fase,Promovido de Fase,,,Não,Fase 2 (5º e 6º ano),2022,Não,2.0
pm-8,14,5.0,K,Não,Ametista,5.0,7.144444444444445,8.268065268065268,9.16668,5.0,7.65625,7.6250025,7.289795442501942,397.0,26.0,6.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.5,7.666666666666667,7.266666666666667,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não,Fase 6 (2º EM),2017,Sim,4.0
pm-9,,0.0,Z,Não,Quartzo,10.0,2.133333333333333,6.820377689942907,9.000020000000001,5.0,3.75,5.50001,5.665746204655248,767.0,184.0,9.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.466666666666667,1.8,,Mantido na Fase atual,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-11,8,1.0,A,Sim,Topázio,5.0,9.833333333333332,9.198412698412698,8.000020000000001,7.5,7.083333333333332,9.50001,8.464686539682539,40.0,5.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.666666666666666,,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Não,Fase 2 (5º e 6º ano),2020,Sim,3.0
pm-16,,1.0,P,Não,Ágata,5.0,6.333333333333334,9.33862433862434,8.500020000000001,6.875,4.791666666666666,6.722219999999999,6.995504201058202,489.0,129.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.5,7.166666666666667,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-17,13,1.0,G,Não,Ágata,5.0,5.5,6.647869674185464,9.50002,7.5,5.9375,7.5,6.723325934837093,580.0,142.0,6.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.333333333333333,6.666666666666667,,Mantido na Fase atual,Promovido de Fase,,,Não,Fase 3 (7º e 8º ano),2018,Não,2.0
pm-18,14,4.0,H,Não,Quartzo,5.0,5.222222222222222,6.287640056022409,0.0,8.125,7.8125,7.2499975,5.845721955648926,746.0,68.0,7.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,4.833333333333333,7.833333333333333,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sim,Fase 6 (2º EM),2017,Não,4.0
pm-19,,2.0,Q,Não,Ametista,5.0,7.466666666666667,9.054621848739496,10.00002,7.5,6.666666666666666,8.111113333333334,7.843149036414566,188.0,29.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.766666666666667,8.166666666666666,,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2021,Não,3.0
pm-20,,0.0,Z,Sim,Topázio,10.0,8.466666666666667,9.552042160737813,10.00002,7.5,5.625,8.5,8.616243765480895,28.0,3.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.766666666666667,8.166666666666666,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-21,,3.0,N,Não,Quartzo,2.5,5.166666666666667,5.649085968379447,7.91667,5.0,7.03125,6.222216666666668,5.652385860342557,771.0,114.0,13.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,6.166666666666667,4.333333333333333,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Não,Fase 6 (2º EM),2022,Não,3.0
pm-22,,0.0,Z,Não,Topázio,10.0,9.25,8.982056590752244,8.000020000000001,7.5,4.6875,7.166665,8.098496318150449,116.0,32.0,7.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.533333333333331,8.966666666666667,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-23,,1.0,U,Não,Ametista,5.0,9.25,7.7986963456071,8.000020000000001,7.5,6.5625,8.333335,7.78265826912142,208.0,51.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.0,,Promovido de Fase,Promovido de Fase,,,Não,Fase 2 (5º e 6º ano),2022,Não,2.0
pm-24,,2.0,A,Sim,Topázio,10.0,6.75,9.320987654320987,10.00002,6.875,6.458333333333333,8.611119999999998,8.26975686419753,66.0,6.0,1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.333333333333333,7.166666666666667,,Mantido na Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,,Sim,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-25,,0.0,Y,Não,Ametista,10.0,9.1,8.346320346320347,7.50002,7.5,3.125,8.249995,7.95176506926407,154.0,42.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.133333333333333,9.066666666666668,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-26,,0.0,F,Não,Ametista,5.0,9.166666666666666,8.721340388007054,9.000020000000001,7.5,5.9375,7.083335,7.738020410934745,224.0,60.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.166666666666666,9.166666666666666,,Promovido de Fase,Mantido na Fase atual,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-27,,2.0,M,Não,Ágata,5.0,4.583333333333333,6.493506493506493,9.000020000000001,7.5,5.625,7.111109999999999,6.350091965367965,668.0,122.0,9.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.333333333333333,6.833333333333333,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 4 (9º ano),2022,Não,3.0
pm-29,,3.0,C,Não,Quartzo,2.5,5.777777777777778,4.832296380090497,0.0,7.5,6.71875,5.7083325,4.935556331573656,827.0,129.0,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.333333333333333,4.0,8.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,Fase 6 (2º EM),2021,Não,4.0
pm-30,7,0.0,K,Não,Topázio,5.0,9.1,9.005163410197735,10.00002,7.5,5.625,8.250005,8.083535682039548,122.0,34.0,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.6,8.6,,Promovido de Fase + Bolsa,Mantido na Fase atual,,,Sim,Fase 1 (4º ano),2022,Não,2.0
pm-31,,0.0,V,Não,Ametista,10.0,7.466666666666667,7.317867317867318,6.91668,7.5,5.3125,6.666665,7.263157796906798,408.0,119.0,6.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.6,7.333333333333333,,Mantido na Fase atual,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-32,,7.0,D,Não,Ágata,5.0,4.0,8.333333333333334,7.91667,7.5,7.34375,7.75,6.792708666666667,558.0,12.0,7.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.0,0.0,,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Sim,Fase 8 (Universitários),2022,Não,4.0
pm-34,12,3.0,C,Não,Ágata,5.0,6.111111111111111,7.056167617548691,7.5,7.5,7.5,6.41666,6.666787745731961,599.0,78.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,7.5,5.833333333333333,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não,Fase 4 (9º ano),2018,Não,4.0
pm-36,14,4.0,B,Não,Ágata,5.0,5.877777777777777,8.074712643678161,5.83333,6.25,7.96875,7.7916675,6.854039584291188,538.0,46.0,8.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,7.166666666666667,5.466666666666666,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sim,Fase 6 (2º EM),2019,Não,4.0
pm-37,10,2.0,L,Não,Ametista,5.0,7.333333333333333,9.041585445094215,8.500020000000001,7.5,6.25,7.777779999999999,7.55554175568551,292.0,45.0,8.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.5,8.166666666666666,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2018,Não,3.0
pm-38,,3.0,K,Não,Ágata,5.0,5.666666666666667,6.721726190476191,9.16668,6.25,7.34375,7.20833,6.695387571428572,590.0,77.0,11.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.0,6.833333333333333,3.166666666666667,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase + Bolsa,Sim,Fase 4 (9º ano),2021,Não,4.0
pm-42,,0.0,E,Não,Quartzo,10.0,2.5,3.148809523809524,9.000020000000001,7.5,0.0,2.50001,4.279765904761905,849.0,189.0,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.166666666666667,2.833333333333333,,Não avaliado,Não avaliado,,,Não,ALFA  (2º e 3º ano),2021,Não,2.0
pm-45,11,2.0,F,Não,Ágata,5.0,5.0,9.166666666666666,7.916679999999999,6.25,6.25,6.777773333333332,6.730556,576.0,93.0,16.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,6.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-46,8,1.0,K,Não,Ametista,10.0,5.0,9.082456140350876,8.500020000000001,7.5,6.041666666666667,6.888883333333333,7.398436561403509,362.0,94.0,7.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.666666666666667,6.333333333333333,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 1 (4º ano),2020,Não,3.0
pm-47,,1.0,C,Não,Ametista,5.0,7.416666666666666,10.0,8.500020000000001,7.5,6.25,7.222223333333333,7.65278,254.0,66.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.333333333333333,7.5,,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não,Fase 2 (5º e 6º ano),2021,Não,3.0
pm-48,,5.0,F,Não,Quartzo,5.0,0.0,3.803571428571429,5.41667,6.25,5.625,4.625,3.914881285714285,855.0,59.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,0.0,,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não,Fase 6 (2º EM),2022,Não,4.0
pm-49,,0.0,O,Sim,Topázio,5.0,8.166666666666666,10.0,9.50002,7.5,6.5625,9.250005,8.339586333333333,54.0,14.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.833333333333333,8.5,,Promovido de Fase,Promovido de Fase,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-50,,3.0,E,Não,Quartzo,10.0,3.055555555555556,4.630580097651709,0.0,7.5,5.625,5.5833325,4.966393630641453,823.0,128.0,12.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.333333333333333,4.666666666666667,0.1666666666666666,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Fase 3 (7º e 8º ano),2022,Não,4.0
pm-51,8,1.0,F,Não,Ágata,5.0,5.083333333333334,9.203448275862067,9.000020000000001,7.5,5.625,6.91666,6.953190321839081,504.0,131.0,6.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.666666666666667,5.5,,Mantido na Fase atual,Promovido de Fase,,,Não,Fase 2 (5º e 6º ano),2019,Não,2.0
pm-56,,7.0,A,Não,Quartzo,5.0,0.4444444444444445,3.597794117647059,0.0,5.0,3.28125,4.500003333333333,3.036573379084968,861.0,23.0,15.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.5,0.8333333333333334,0.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Fase 8 (Universitários),2021,Não,4.0
pm-58,,3.0,M,Não,Ametista,5.0,6.888888888888889,7.991071428571429,7.91667,7.5,8.125,7.374995,7.305158063492064,386.0,45.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.333333333333333,7.666666666666667,7.666666666666667,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Sim,Fase 4 (9º ano),2022,Não,4.0
pm-60,17,7.0,A,Não,Quartzo,5.0,4.044444444444444,4.129901960784314,8.33334,5.625,7.96875,7.277773333333332,5.783132947712418,753.0,18.0,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.666666666666667,3.466666666666666,6.0,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Sim,Fase 8 (Universitários),2016,Não,4.0
pm-61,10,2.0,U,Não,Ágata,5.0,2.5,7.787878787878788,10.00002,7.5,6.25,7.38889,6.410355757575758,658.0,119.0,11.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,3.0,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2020,Não,3.0
pm-63,,0.0,J,Não,Ágata,5.0,5.083333333333334,8.544103313840155,9.50002,5.625,5.625,6.91666,6.683821329434698,594.0,163.0,13.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,4.166666666666667,,Mantido na Fase atual,Mantido na Fase atual,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-64,,3.0,M,Não,Quartzo,5.0,2.833333333333333,3.611111111111112,8.75001,7.5,4.84375,3.8333325,4.664931388888889,839.0,137.0,16.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.666666666666667,2.666666666666667,0.1666666666666666,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Fase 5 (1º EM),2022,Não,4.0
pm-65,,1.0,K,Sim,Ametista,5.0,8.166666666666666,9.555555555555555,10.00002,5.625,6.25,8.777783333333334,7.987503111111112,146.0,37.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.166666666666666,8.166666666666666,,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Não,Fase 2 (5º e 6º ano),2021,Sim,3.0
pm-66,,3.0,D,Não,Ametista,10.0,7.777777777777779,5.784722222222221,6.66667,7.5,7.34375,6.5416625,7.171874500000001,442.0,53.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.666666666666667,7.666666666666667,10.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,Fase 3 (7º e 8º ano),2021,Não,4.0
pm-67,,1.0,G,Não,Ágata,5.0,5.583333333333333,7.88220551378446,9.000020000000001,5.0,5.9375,7.916665,6.770192769423559,564.0,138.0,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.333333333333333,7.833333333333333,,Promovido de Fase,Promovido de Fase,,,Não,Fase 2 (5º e 6º ano),2021,Não,2.0
pm-69,,0.0,M,Sim,Ametista,5.0,7.883333333333333,7.545642763034067,10.00002,7.5,5.625,8.5,7.598297219273481,272.0,76.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.6,6.166666666666667,,Promovido de Fase + Bolsa,Mantido na Fase atual,,,Sim,Fase 1 (4º ano),2022,Não,2.0
pm-70,,2.0,D,Sim,Topázio,10.0,6.5,8.833333333333332,10.00002,7.5,6.666666666666666,8.61111,8.205557333333335,84.0,10.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.0,6.0,,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-72,,0.0,D,Não,Ametista,5.0,8.833333333333332,8.602540834845735,7.50002,8.125,5.625,8.083335,7.728843833635814,227.0,62.0,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.166666666666666,8.5,,Promovido de Fase,Promovido de Fase,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-73,,4.0,L,Não,Ágata,5.0,6.5,6.992521367521367,8.33334,7.5,6.71875,6.2916575,6.712044773504273,586.0,54.0,13.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,7.0,8.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Fase 6 (2º EM),2022,Não,4.0
pm-74,,4.0,B,Não,Ágata,5.0,6.111111111111112,6.25,7.91667,6.875,7.5,7.4166675,6.684722722222222,593.0,55.0,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.666666666666667,6.666666666666667,7.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,Fase 5 (1º EM),2022,Não,4.0
pm-75,11,5.0,L,Sim,Topázio,10.0,8.5,9.660714285714286,10.00002,9.375,9.21875,9.75001,9.441521857142858,1.0,1.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.666666666666667,8.0,9.833333333333334,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Não,Fase 3 (7º e 8º ano),2019,Sim,4.0
pm-76,7,1.0,B,Não,Topázio,10.0,7.166666666666666,9.419753086419751,10.00002,7.5,5.833333333333334,8.27778,8.306175283950617,61.0,12.0,1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.333333333333333,7.0,,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Não,Fase 1 (4º ano),2020,Não,3.0
pm-77,,0.0,I,Não,Ametista,5.0,8.333333333333332,8.237472766884531,10.00002,8.75,5.625,8.25,7.901663220043574,169.0,46.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.666666666666666,8.0,,Promovido de Fase,Promovido de Fase,,,Não,Fase 2 (5º e 6º ano),2021,Não,2.0
pm-78,10,1.0,D,Não,Ametista,5.0,7.666666666666666,9.480259870064968,6.91668,7.5,6.666666666666666,7.833336666666667,7.604387307346327,271.0,70.0,8.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.833333333333333,7.5,,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não,Fase 3 (7º e 8º ano),2017,Não,3.0
pm-79,,3.0,F,Não,Ametista,10.0,3.666666666666667,7.463924963924963,9.58335,7.5,7.34375,7.20833,7.110494326118326,452.0,55.0,9.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,4.0,3.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Fase 3 (7º e 8º ano),2022,Não,4.0
pm-80,10,2.0,K,Não,Ágata,5.0,4.25,9.296296296296296,6.83334,5.625,6.25,7.5,6.580093259259259,633.0,110.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,5.5,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-81,15,6.0,A,Sim,Ametista,5.0,6.655555555555555,7.402950310559007,8.33334,8.125,7.5,8.833336666666666,7.474202506556246,327.0,10.0,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,3.133333333333333,7.833333333333333,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase,Não,Fase 7 (3º EM),2019,Sim,4.0
pm-83,14,5.0,A,Não,Ametista,5.0,6.8,7.819047619047619,7.91667,7.5,6.875,7.750005,7.202977523809524,429.0,27.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.666666666666667,7.333333333333333,8.4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,,Não,Fase 6 (2º EM),2016,Sim,3.0
