id_aluno,idade_aluno_2020,fase_2022,turma_2022,ponto_virada_2022,pedra_2022,ian_2022,ida_2022,ieg_2022,iaa_2022,ips_2022,ipp_2022,ipv_2022,inde_2022,cg_2022,cf_2022,ct_2022,destaque_ieg_2022,destaque_ida_2022,destaque_ipv_2022,nota_port_2022,nota_mat_2022,nota_ing_2022,rec_ava_1_2022,rec_ava_2_2022,rec_ava_3_2022,rec_ava_4_2022,indicado_bolsa_2022,nivel_ideal_2022,ano_ingresso_2022,bolsista_2022,qtd_aval_2022
pm-176,,3.0,G,Não,Quartzo,5.0,2.888888888888889,7.391025641025641,6.66666,5.0,5.15625,4.2916725,5.096608405982907,816.0,125.0,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.333333333333333,4.166666666666667,2.166666666666667,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Fase 4 (9º ano),2017,Não,4.0
pm-177,,0.0,R,Não,Topázio,10.0,8.783333333333333,8.964102564102564,9.50002,7.5,5.625,7.33333,8.27865517948718,65.0,16.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.666666666666666,8.9,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2021,Não,2.0
pm-178,,0.0,O,Não,Ametista,10.0,3.416666666666667,9.547511312217194,8.500020000000001,7.5,5.625,7.249995,7.205336595776773,426.0,127.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.166666666666667,2.666666666666667,,Mantido na Fase atual,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-179,,2.0,M,Não,Ametista,5.0,9.5,8.69949494949495,6.83334,7.5,6.875,7.111109999999999,7.68295498989899,238.0,38.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.0,9.0,,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-180,,0.0,G,Não,Ágata,5.0,3.5,7.916666666666666,9.000020000000001,6.25,5.3125,6.000005,6.039586333333334,721.0,178.0,11.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,3.0,,Mantido na Fase atual,Mantido na Fase atual,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-181,,0.0,L,Não,Ametista,5.0,8.083333333333332,9.105915870621754,9.000020000000001,7.5,6.5625,8.333335,7.910768840791018,166.0,45.0,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.0,8.166666666666666,,Promovido de Fase,Promovido de Fase,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-182,,0.0,S,Não,Ametista,10.0,6.0,6.518218623481781,9.50002,6.875,4.6875,7.41666,7.093227724696356,459.0,134.0,6.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.666666666666667,5.333333333333333,,Mantido na Fase atual,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-185,,0.0,A,Não,Ametista,5.0,8.8,8.243546576879911,8.500020000000001,8.125,5.625,7.41667,7.617045315375983,269.0,75.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.833333333333334,8.766666666666667,,Promovido de Fase,Mantido na Fase atual,,,Não,Fase 1 (4º ano),2021,Não,2.0
pm-191,,1.0,A,Não,Ágata,5.0,6.5,8.722222222222221,9.50002,5.0,4.375,6.388893333333333,6.709725111111111,587.0,144.0,11.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.0,5.0,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-192,11,2.0,I,Não,Ágata,5.0,5.0,8.103174603174603,8.500020000000001,7.5,6.458333333333334,6.777773333333331,6.722024920634921,581.0,95.0,7.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,5.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-193,13,4.0,F,Não,Ametista,5.0,5.566666666666666,9.038690476190476,8.75001,5.625,7.65625,7.7499975,7.174196928571429,440.0,35.0,7.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,6.5,4.2,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sim,Fase 5 (1º EM),2016,Não,4.0
pm-195,,2.0,U,Não,Ágata,5.0,4.833333333333333,8.046833064949007,7.50002,7.5,6.25,7.722223333333334,6.745479946323136,570.0,91.0,7.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.666666666666667,7.0,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-196,,3.0,K,Não,Ametista,5.0,7.055555555555554,8.535551619433198,9.16668,5.625,7.65625,6.95833,7.254680434997751,411.0,50.0,8.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.333333333333333,6.5,8.333333333333334,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase + Bolsa,Sim,Fase 5 (1º EM),2022,Não,4.0
pm-197,12,4.0,F,Sim,Topázio,10.0,7.688888888888889,8.751352813852813,10.00002,5.625,8.125,8.458337499999999,8.354717840548341,53.0,5.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.5,7.5,9.066666666666666,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não,Fase 4 (9º ano),2019,Sim,4.0
pm-200,13,4.0,F,Não,Ágata,5.0,5.611111111111112,7.10179526355997,7.91667,7.5,7.65625,7.625,6.874873274934217,530.0,45.0,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.666666666666667,7.166666666666667,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,Fase 5 (1º EM),2016,Não,4.0
pm-201,14,5.0,C,Não,Ágata,5.0,4.033333333333333,6.047619047619048,8.33334,7.5,7.5,7.944443333333334,6.438413142857143,653.0,40.0,2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4.666666666666667,4.766666666666667,2.666666666666667,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sim,Fase 6 (2º EM),2019,Não,4.0
pm-203,,2.0,P,Não,Ametista,10.0,5.5,9.0,9.50002,6.875,6.25,5.833336666666667,7.329169333333334,382.0,56.0,6.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,5.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-204,,1.0,C,Não,Ágata,5.0,4.5,7.444444444444445,8.000020000000001,7.5,6.25,7.555556666666667,6.575002222222222,636.0,155.0,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,9.0,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-205,,0.0,V,Não,Ametista,5.0,9.166666666666666,8.262108262108262,8.500020000000001,7.5,5.625,7.583335,7.664923985754986,250.0,68.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.033333333333331,9.3,,Promovido de Fase,Mantido na Fase atual,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-207,,3.0,F,Não,Quartzo,5.0,3.722222222222223,3.724695192086496,0.0,7.5,6.40625,5.9583275,4.571673982861744,840.0,138.0,13.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,4.666666666666667,4.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,Fase 5 (1º EM),2021,Não,4.0
pm-211,,1.0,B,Não,Ametista,5.0,8.416666666666668,8.935626102292769,9.000020000000001,7.5,6.25,8.055556666666666,7.856571887125221,184.0,42.0,6.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.0,8.833333333333334,,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-212,8,0.0,K,Não,Ágata,5.0,6.766666666666666,8.944141289679047,9.50002,4.375,2.8125,5.166655,6.344244591269144,670.0,173.0,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.133333333333333,6.4,,Mantido na Fase atual,Mantido na Fase atual,,,Não,Fase 2 (5º e 6º ano),2019,Não,2.0
pm-214,,2.0,J,Não,Ágata,5.0,4.75,8.832425892317,9.50002,5.625,3.333333333333333,6.777773333333334,6.417875178463399,657.0,118.0,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.666666666666667,5.833333333333333,,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Não,Fase 4 (9º ano),2022,Não,3.0
pm-217,9,2.0,B,Sim,Topázio,10.0,8.133333333333333,9.876543209876544,6.91668,7.5,6.666666666666666,8.888893333333334,8.48808864197531,36.0,3.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.100000000000001,9.166666666666666,,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Sim,Fase 2 (5º e 6º ano),2019,Não,3.0
pm-218,,1.0,U,Sim,Topázio,10.0,6.916666666666666,9.031578947368422,9.50002,7.5,6.5625,9.083335,8.362568122807017,50.0,7.0,1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.833333333333333,8.0,,Promovido de Fase,Promovido de Fase,,,Não,Fase 1 (4º ano),2021,Não,2.0
pm-219,11,2.0,M,Não,Quartzo,5.0,2.666666666666667,5.296296296296296,10.00002,7.5,6.458333333333334,6.611106666666666,5.810649259259259,749.0,138.0,12.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.833333333333333,2.5,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2019,Não,3.0
pm-220,,1.0,K,Não,Ágata,5.0,3.75,9.326599326599329,9.50002,7.5,5.833333333333334,6.166663333333333,6.631987865319865,615.0,148.0,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.0,6.5,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-221,,3.0,B,Não,Quartzo,5.0,2.666666666666667,3.613701372997712,8.75001,7.5,6.09375,4.7083275,4.932115107932876,829.0,130.0,14.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.666666666666667,4.666666666666667,1.666666666666667,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Alocado em Fase anterior,Não,Fase 5 (1º EM),2021,Não,4.0
pm-224,,1.0,R,Não,Ágata,5.0,3.333333333333333,8.607226107226108,9.50002,7.5,5.625,7.277773333333333,6.606168554778556,624.0,152.0,12.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.5,5.166666666666667,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-225,14,5.0,L,Não,Ágata,5.0,7.388888888888888,7.085185035552683,9.16668,5.0,8.125,6.6666675,6.957316284888314,501.0,30.0,7.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.833333333333333,5.5,8.833333333333334,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,Fase 6 (2º EM),2016,Sim,4.0
pm-228,,1.0,P,Não,Quartzo,5.0,1.5,4.87037037037037,10.00002,6.875,5.625,6.44444,5.312964074074074,802.0,184.0,14.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.5,2.5,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-229,10,0.0,G,Não,Ágata,5.0,8.0,5.10897435897436,8.000020000000001,5.0,4.375,5.83333,6.025962871794872,725.0,179.0,12.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.666666666666666,7.333333333333333,,Promovido de Fase,Mantido na Fase atual,,,Não,Fase 2 (5º e 6º ano),2019,Não,2.0
pm-232,,6.0,A,Sim,Ametista,5.0,6.688888888888889,8.191793021556448,8.33334,8.125,8.4375,8.55556,7.676832382089068,243.0,8.0,8.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.166666666666667,4.733333333333333,8.166666666666666,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sim,Fase 7 (3º EM),2021,Não,4.0
pm-233,,0.0,R,Não,Ametista,10.0,6.600000000000001,7.287179487179487,9.50002,7.5,5.0,7.916665,7.560770897435898,290.0,82.0,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,8.200000000000001,,Mantido na Fase atual,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-234,,0.0,R,Não,Topázio,10.0,9.033333333333331,8.697435897435899,9.50002,6.25,5.0,7.5,8.121155846153847,109.0,31.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.466666666666669,8.6,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-235,12,4.0,A,Não,Ágata,10.0,5.677777777777778,7.725859160868649,6.66666,6.875,6.875,5.9999925,6.922391887729286,519.0,43.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.666666666666667,6.833333333333333,5.533333333333334,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Fase 4 (9º ano),2019,Não,4.0
pm-236,,0.0,V,Não,Topázio,10.0,8.766666666666667,8.958078958078957,8.500020000000001,7.5,5.625,7.5,8.207451124949126,83.0,21.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.2,8.333333333333334,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-237,,2.0,D,Não,Ágata,5.0,4.0,7.230347674459984,9.000020000000001,7.5,6.041666666666667,8.111106666666666,6.622459534891997,618.0,107.0,7.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.166666666666667,4.833333333333333,,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Não,Fase 4 (9º ano),2022,Não,3.0
pm-239,,1.0,F,Não,Ágata,5.0,6.75,7.462962962962964,8.500020000000001,5.625,4.375,5.583325,6.309259592592594,684.0,164.0,8.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.5,9.0,,Mantido na Fase atual,Promovido de Fase,,,Não,Fase 3 (7º e 8º ano),2022,Não,2.0
pm-241,11,2.0,I,Não,Quartzo,5.0,2.5,4.405425492382014,7.916679999999999,5.0,4.166666666666666,4.83333,4.55608576514307,842.0,154.0,13.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.333333333333333,2.666666666666667,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2017,Não,3.0
pm-242,11,2.0,I,Não,Ágata,5.0,3.333333333333333,8.325901151988107,9.000020000000001,6.875,6.458333333333334,6.944443333333333,6.454070897064289,649.0,114.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.5,5.166666666666667,,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2018,Não,3.0
pm-244,,0.0,M,Não,Topázio,10.0,8.283333333333333,8.944444444444445,9.50002,7.5,5.3125,7.333335,8.143474555555557,101.0,28.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.066666666666666,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-245,,0.0,K,Não,Quartzo,5.0,3.8,5.765669515669515,8.500020000000001,7.5,0.0,6.16666,5.246467903133903,808.0,187.0,11.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.666666666666667,4.933333333333334,,Não avaliado,Não avaliado,,,Não,Fase 2 (5º e 6º ano),2022,Não,2.0
pm-246,10,1.0,R,Não,Ágata,5.0,5.25,7.473232323232324,9.000020000000001,6.875,6.041666666666667,7.5,6.736315131313132,574.0,140.0,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,5.5,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2019,Não,3.0
pm-247,,1.0,G,Não,Ágata,5.0,4.166666666666667,7.888471177944862,10.00002,6.875,4.6875,6.16666,6.300611568922306,688.0,166.0,9.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.166666666666667,6.166666666666667,,Mantido na Fase atual,Mantido na Fase atual,,,Não,Fase 2 (5º e 6º ano),2021,Não,2.0
pm-248,,1.0,D,Não,Ametista,5.0,7.5,9.428571428571429,9.000020000000001,7.5,6.25,7.5,7.660716285714286,251.0,65.0,7.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,9.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
pm-250,,0.0,R,Não,Topázio,10.0,9.25,9.087179487179489,10.00002,6.25,4.6875,8.0,8.361187897435897,51.0,12.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.666666666666666,8.833333333333334,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-251,9,2.0,U,Sim,Ametista,10.0,7.833333333333334,7.906846240179574,8.000020000000001,7.5,6.25,8.444446666666668,8.011927248035915,139.0,18.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.333333333333334,6.333333333333333,,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não,Fase 2 (5º e 6º ano),2019,Não,3.0
pm-252,,0.0,F,Não,Ametista,5.0,8.666666666666666,9.285714285714285,9.000020000000001,7.5,5.3125,7.416665,7.755061190476191,215.0,57.0,1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.666666666666666,8.666666666666666,,Promovido de Fase,Mantido na Fase atual,,,Não,Fase 2 (5º e 6º ano),2021,Não,2.0
pm-253,,0.0,T,Não,Ametista,5.0,6.0,10.0,9.50002,6.875,5.625,7.58333,7.416668,349.0,103.0,1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.666666666666667,4.333333333333333,,Mantido na Fase atual,Mantido na Fase atual,,,Não,Fase 1 (4º ano),2022,Não,2.0
pm-254,,0.0,U,Não,Ametista,10.0,5.416666666666666,9.649122807017545,9.50002,7.5,5.625,7.499995,7.775658894736842,211.0,55.0,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.333333333333333,6.5,,Mantido na Fase atual,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-255,,0.0,Z,Não,Topázio,10.0,8.366666666666667,9.06060606060606,10.00002,7.5,5.625,8.0,8.397956545454546,48.0,10.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.5,8.233333333333333,,Promovido de Fase,Mantido na Fase atual,,,Não,ALFA  (2º e 3º ano),2022,Não,2.0
pm-256,,1.0,D,Não,Ametista,10.0,7.5,9.583333333333334,7.416679999999999,7.5,6.25,7.33333,8.000000666666667,144.0,36.0,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.0,8.0,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 1 (4º ano),2022,Não,3.0
pm-257,,2.0,M,Não,Ametista,5.0,8.5,8.585858585858585,9.50002,7.5,6.458333333333334,6.611106666666666,7.585228383838384,281.0,43.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,9.5,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 3 (7º e 8º ano),2022,Não,3.0
pm-258,,0.0,N,Não,Quartzo,5.0,5.666666666666666,5.72182089209953,7.916679999999999,4.375,5.0,6.416655,5.790196511753241,751.0,182.0,7.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.5,5.833333333333333,,Mantido na Fase atual,Mantido na Fase atual,,,Não,Fase 2 (5º e 6º ano),2021,Não,2.0
pm-260,,0.0,L,Não,Ametista,5.0,7.5,8.607340372046254,9.000020000000001,7.5,6.25,7.833335,7.56313707440925,288.0,81.0,7.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333333333333334,6.666666666666667,,Mantido na Fase atual,Mantido na Fase atual,,,Não,Fase 2 (5º e 6º ano),2021,Não,2.0
pm-262,15,7.0,A,Não,Ametista,10.0,6.844444444444444,5.245783628136569,8.75001,6.25,7.8125,6.777773333333332,7.054851281182869,469.0,8.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.333333333333333,4.466666666666666,9.733333333333333,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não,Fase 7 (3º EM),2017,Sim,4.0
pm-263,15,7.0,A,Não,Ágata,10.0,5.577777777777778,7.947303921568628,0.0,5.625,8.125,7.555553333333333,6.591127006535949,629.0,13.0,6.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.833333333333333,3.966666666666667,6.933333333333334,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,Fase 7 (3º EM),2016,Sim,4.0
pm-264,,1.0,D,Não,Ametista,5.0,6.75,6.773809523809523,10.00002,7.5,6.25,7.27778,7.035319904761904,478.0,125.0,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,8.5,,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Fase 2 (5º e 6º ano),2022,Não,3.0
